x_over_c,Cp_alpha_-5.00,Cp_alpha_-4.00,Cp_alpha_-3.00,Cp_alpha_-2.00,Cp_alpha_-1.00,Cp_alpha_0.00,Cp_alpha_1.00,Cp_alpha_2.00,Cp_alpha_3.00,Cp_alpha_4.00,Cp_alpha_5.00,Cp_alpha_6.00,Cp_alpha_7.00,Cp_alpha_8.00,Cp_alpha_9.00,Cp_alpha_10.00,Cp_alpha_11.00,Cp_alpha_12.00,Cp_alpha_13.00,Cp_alpha_14.00,Cp_alpha_15.00,Cp_alpha_16.00,Cp_alpha_17.00,Cp_alpha_18.00,Cp_alpha_19.00,Cp_alpha_20.00
0.007533,0.913381,0.984713,0.997785,0.952581,0.849157,0.687638,0.468221,0.191174,-0.143167,-0.534393,-0.982028,-1.485526,-2.044275,-2.657594,-3.324734,-4.044885,-4.817167,-5.640640,-6.514301,-7.437086,-8.407869,-9.425469,-10.488646,-11.596104,-12.746494,-13.938415
0.010536,0.719976,0.529766,0.290883,0.003620,-0.331674,-0.714592,-1.144665,-1.621370,-2.144127,-2.712298,-3.325191,-3.982060,-4.682104,-5.424471,-6.208255,-7.032502,-7.896208,-8.798320,-9.737739,-10.713322,-11.723878,-12.768178,-13.844948,-14.952877,-16.090615,-17.256776
0.014031,0.999956,0.977787,0.915094,0.811954,0.668493,0.484885,0.261353,-0.001829,-0.304341,-0.645814,-1.025833,-1.443935,-1.899610,-2.392302,-2.921413,-3.486296,-4.086264,-4.720586,-5.388489,-6.089159,-6.821743,-7.585348,-8.379044,-9.201863,-10.052804,-10.930829
0.018016,0.492349,0.288153,0.050024,-0.221747,-0.526830,-0.864854,-1.235405,-1.638034,-2.072248,-2.537520,-3.033282,-3.558931,-4.113825,-4.697289,-5.308613,-5.947050,-6.611824,-7.302124,-8.017110,-8.755910,-9.517624,-10.301325,-11.106057,-11.930839,-12.774668,-13.636515
0.022486,0.952392,0.885578,0.790025,0.665848,0.513200,0.332266,0.123266,-0.113544,-0.377877,-0.669410,-0.987787,-1.332622,-1.703494,-2.099951,-2.521511,-2.967658,-3.437851,-3.931516,-4.448051,-4.986828,-5.547189,-6.128453,-6.729911,-7.350830,-7.990454,-8.648003
0.027437,0.304012,0.105509,-0.117257,-0.364013,-0.634461,-0.928269,-1.245081,-1.584509,-1.946142,-2.329537,-2.734228,-3.159723,-3.605501,-4.071021,-4.555715,-5.058993,-5.580242,-6.118825,-6.674088,-7.245354,-7.831927,-8.433091,-9.048116,-9.676250,-10.316730,-10.968775
0.032863,0.863325,0.776742,0.669188,0.540793,0.391713,0.222130,0.032250,-0.177694,-0.407448,-0.656731,-0.925240,-1.212648,-1.518604,-1.842735,-2.184647,-2.543923,-2.920126,-3.312797,-3.721457,-4.145609,-4.584737,-5.038304,-5.505758,-5.986531,-6.480035,-6.985671
0.038760,0.157486,-0.028449,-0.232222,-0.453585,-0.692267,-0.947979,-1.220409,-1.509225,-1.814074,-2.134586,-2.470370,-2.821017,-3.186100,-3.565173,-3.957776,-4.363429,-4.781639,-5.211896,-5.653676,-6.106440,-6.569637,-7.042703,-7.525061,-8.016123,-8.515292,-9.021959
0.045121,0.768288,0.674306,0.564594,0.439284,0.298530,0.142503,-0.028607,-0.214591,-0.415223,-0.630258,-0.859434,-1.102473,-1.359077,-1.628935,-1.911717,-2.207079,-2.514662,-2.834090,-3.164974,-3.506912,-3.859486,-4.222267,-4.594813,-4.976670,-5.367373,-5.766445
0.051940,0.044749,-0.126963,-0.312118,-0.510492,-0.721841,-0.945910,-1.182425,-1.431097,-1.691624,-1.963688,-2.246958,-2.541089,-2.845722,-3.160487,-3.484999,-3.818863,-4.161674,-4.513012,-4.872450,-5.239550,-5.613864,-5.994938,-6.382305,-6.775495,-7.174029,-7.577421
0.059210,0.679668,0.584481,0.477213,0.357996,0.226973,0.084305,-0.069835,-0.235258,-0.411764,-0.599136,-0.797148,-1.005557,-1.224110,-1.452540,-1.690569,-1.937908,-2.194254,-2.459296,-2.732710,-3.014164,-3.303314,-3.599808,-3.903286,-4.213376,-4.529702,-4.851879
0.066924,-0.042388,-0.200218,-0.368388,-0.546694,-0.734919,-0.932832,-1.140194,-1.356752,-1.582240,-1.816386,-2.058903,-2.309497,-2.567861,-2.833681,-3.106633,-3.386385,-3.672596,-3.964917,-4.262992,-4.566457,-4.874944,-5.188076,-5.505471,-5.826744,-6.151502,-6.479350
0.075074,0.601084,0.507817,0.405091,0.293031,0.171773,0.041467,-0.097731,-0.245650,-0.402109,-0.566920,-0.739879,-0.920778,-1.109395,-1.305501,-1.508856,-1.719214,-1.936317,-2.159901,-2.389694,-2.625416,-2.866780,-3.113491,-3.365249,-3.621747,-3.882674,-4.147710
0.083652,-0.110266,-0.255239,-0.408296,-0.569250,-0.737904,-0.914053,-1.097483,-1.287970,-1.485281,-1.689178,-1.899410,-2.115723,-2.337852,-2.565527,-2.798470,-3.036398,-3.279020,-3.526042,-3.777162,-4.032074,-4.290468,-4.552029,-4.816438,-5.083373,-5.352509,-5.623518
0.092649,0.532948,0.443158,0.345847,0.241133,0.129143,0.010015,-0.116107,-0.249069,-0.388710,-0.534858,-0.687337,-0.845959,-1.010533,-1.180856,-1.356723,-1.537919,-1.724222,-1.915406,-2.111238,-2.311479,-2.515886,-2.724209,-2.936195,-3.151585,-3.370117,-3.591524
0.102056,-0.163462,-0.296768,-0.436470,-0.582399,-0.734376,-0.892218,-1.055730,-1.224715,-1.398965,-1.578270,-1.762410,-1.951161,-2.144293,-2.341572,-2.542755,-2.747599,-2.955854,-3.167266,-3.381577,-3.598527,-3.817851,-4.039281,-4.262549,-4.487382,-4.713506,-4.940645
0.111864,0.474574,0.388998,0.297369,0.199797,0.096402,-0.012691,-0.127348,-0.247430,-0.372791,-0.503277,-0.638730,-0.778985,-0.923872,-1.073212,-1.226825,-1.384523,-1.546115,-1.711402,-1.880185,-2.052257,-2.227409,-2.405427,-2.586094,-2.769191,-2.954493,-3.141777
0.122062,-0.205244,-0.328030,-0.455924,-0.588770,-0.726406,-0.868664,-1.015371,-1.166349,-1.321412,-1.480373,-1.643038,-1.809208,-1.978681,-2.151251,-2.326707,-2.504836,-2.685420,-2.868240,-3.053072,-3.239692,-3.427873,-3.617384,-3.807996,-3.999475,-4.191589,-4.384103
0.132641,0.424971,0.343906,0.257923,0.167126,0.071627,-0.028460,-0.133011,-0.241900,-0.354993,-0.472153,-0.593238,-0.718099,-0.846585,-0.978538,-1.113799,-1.252203,-1.393580,-1.537758,-1.684563,-1.833815,-1.985332,-2.138929,-2.294420,-2.451616,-2.610323,-2.770350
